File,Variant Type,Variant Length,counts
BB-2,INS,213,238
BB-2,INS,221,119
BB-2,DEL,-33,419
BB-2,INS,-217,230
BB-2,INS,212,250
BB-2,DEL,31,540
BB-2,DEL,-192,110
BB-2,DEL,37,450
BB-2,DEL,165,19
BB-2,DEL,250,22
BB-2,DEL,-31,476
BB-2,DEL,-1675,1
BB-2,INS,-222,161
BB-2,DEL,34,515
BB-2,DEL,244,23
BB-2,DEL,-36,435
BB-2,INS,44,229
BB-2,DEL,-38,392
BB-2,INS,-42,277
BB-2,INS,-220,191
BB-2,DEL,39,417
BB-2,INS,63,93
BB-2,DEL,207,296
BB-2,INS,-216,247
BB-2,INS,35,534
BB-2,DEL,-64,124
BB-2,DEL,165,19
BB-2,DEL,36,521
BB-2,INS,67,88
BB-2,DEL,-222,183
BB-2,DEL,-32,563
BB-2,INS,-205,305
BB-2,DEL,67,81
BB-2,DEL,41,313
BB-2,DEL,191,144
BB-2,DEL,-55,197
BB-2,INS,-51,220
BB-2,INS,-51,220
BB-2,DEL,-31,476
BB-2,INS,-205,305
BB-2,INS,-48,233
BB-2,DEL,-206,332
BB-2,DEL,-208,350
BB-2,INS,32,627
BB-2,INS,46,205
BB-2,DEL,-30,487
BB-2,INS,-202,269
BB-2,INS,30,416
BB-2,INS,49,166
BB-2,DEL,100,47
BB-2,DEL,38,438
BB-2,DEL,-86,43
BB-2,INS,221,119
BB-2,INS,-66,81
BB-2,DEL,-54,176
BB-2,INS,-53,183
BB-2,DEL,-48,229
BB-2,DEL,-188,57
BB-2,DEL,-31,476
BB-2,INS,-131,15
BB-2,INS,50,170
BB-2,INS,196,251
BB-2,DEL,198,297
BB-2,INS,34,553
BB-2,DEL,217,196
BB-2,INS,-237,53
BB-2,INS,-200,287
BB-2,INS,-54,183
BB-2,DEL,-74,85
BB-2,DEL,-225,132
BB-2,DEL,-46,277
BB-2,INS,-65,106
BB-2,INS,218,191
BB-2,INS,37,413
BB-2,DEL,163,30
BB-2,DEL,-198,225
BB-2,DEL,-205,314
BB-2,DEL,-39,390
BB-2,DEL,230,64
BB-2,DEL,197,267
BB-2,DEL,-212,299
BB-2,DEL,-215,274
BB-2,INS,41,319
BB-2,INS,-35,468
BB-2,DEL,143,24
BB-2,DEL,-63,112
BB-2,INS,-30,513
BB-2,INS,-47,237
BB-2,INS,220,156
BB-2,INS,210,306
BB-2,DEL,-488,4
BB-2,INS,-34,443
BB-2,DEL,86,42
BB-2,DEL,212,279
BB-2,DEL,206,341
BB-2,DEL,207,296
BB-2,DEL,32,640
BB-2,DEL,-67,123
BB-2,DEL,-33,419
BB-2,INS,206,353
BB-2,INS,-40,312
BB-2,INS,-210,258
BB-2,INS,-212,289
BB-2,INS,1752,1
BB-2,DEL,-359,4
BB-2,DEL,-186,47
BB-2,DEL,-570,3
BB-2,DEL,-32,563
BB-2,DEL,-184,46
BB-2,DEL,96,36
BB-2,DEL,-55,197
BB-2,INS,201,319
BB-2,INS,-40,312
BB-2,INS,-49,208
BB-2,DEL,215,206
BB-2,DEL,-69,115
BB-2,DEL,-221,166
BB-2,INS,-225,115
BB-2,INS,-49,208
BB-2,DEL,33,570
BB-2,DEL,-186,47
BB-2,INS,-207,323
BB-2,DEL,-101,42
BB-2,INS,-38,373
BB-2,DEL,193,193
BB-2,DEL,31,540
BB-2,DEL,199,301
BB-2,INS,-232,69
BB-2,INS,-94,33
BB-2,DEL,30,464
BB-2,DEL,39,417
BB-2,INS,-79,69
BB-2,INS,-41,307
BB-2,INS,-65,106
BB-2,INS,-202,269
BB-2,INS,214,243
BB-2,DEL,38,438
BB-2,DEL,-213,273
BB-2,INS,-44,304
BB-2,DEL,66,65
BB-2,DEL,52,158
BB-2,DEL,35,565
BB-2,INS,-44,304
BB-2,DEL,57,118
BB-2,DEL,48,201
BB-2,DEL,-52,210
BB-2,DEL,-2247,1
BB-2,DEL,-73,77
BB-2,INS,203,318
BB-2,DEL,-34,442
BB-2,INS,213,238
BB-2,DEL,150,17
BB-2,DEL,-213,273
BB-2,INS,196,251
BB-2,DEL,-58,150
BB-2,DEL,-226,131
BB-2,DEL,-229,109
BB-2,DEL,54,134
BB-2,INS,-49,208
BB-2,DEL,-46,277
BB-2,DEL,-211,298
BB-2,DEL,-60,134
BB-2,DEL,-201,267
BB-2,INS,209,344
BB-2,INS,-601,3
BB-2,INS,-46,239
BB-2,DEL,-51,244
BB-2,DEL,-45,290
BB-2,INS,-53,183
BB-2,INS,215,210
BB-2,DEL,39,417
BB-2,DEL,-220,219
BB-2,DEL,-49,246
BB-2,DEL,52,158
BB-2,INS,-62,112
BB-2,INS,-35,468
BB-2,DEL,-138,22
BB-2,DEL,-97,53
BB-2,INS,347,5
BB-2,INS,45,231
BB-2,INS,96,27
BB-2,DEL,42,305
BB-2,INS,-221,164
BB-2,INS,-37,378
BB-2,DEL,49,200
BB-2,DEL,149,22
BB-2,DEL,-70,127
BB-2,INS,210,306
BB-2,DEL,-208,350
BB-2,INS,36,495
BB-2,INS,209,344
BB-2,DEL,-41,309
BB-2,INS,201,319
BB-2,DEL,218,194
BB-2,DEL,-292,3
BB-2,DEL,191,144
BB-2,INS,-214,240
BB-2,DEL,33,570
BB-2,DEL,81,55
BB-2,DEL,-82,62
BB-2,DEL,-51,244
BB-2,DEL,-280,7
BB-2,INS,197,268
BB-2,DEL,-92,56
BB-2,DEL,107,35
BB-2,DEL,-60,134
BB-2,DEL,163,30
BB-2,DEL,-192,110
BB-2,INS,216,195
BB-2,INS,39,440
BB-2,DEL,-70,127
BB-2,DEL,208,334
BB-2,INS,196,251
BB-2,DEL,-869,1
BB-2,DEL,200,319
BB-2,DEL,150,17
BB-2,DEL,35,565
BB-2,INS,211,274
BB-2,INS,-196,165
BB-2,INS,-64,112
BB-2,INS,-49,208
BB-2,DEL,-32,563
BB-2,DEL,-56,162
BB-2,INS,35,534
BB-2,INS,-202,269
BB-2,DEL,35,565
BB-2,INS,209,344
BB-2,DEL,-69,115
BB-2,INS,297,9
BB-2,INS,227,79
BB-2,DEL,213,263
BB-2,INS,-195,166
BB-2,INS,-216,247
BB-2,DEL,58,100
BB-2,INS,191,160
BB-2,DEL,221,162
BB-2,INS,281,6
BB-2,INS,40,348
BB-2,DEL,-216,249
BB-2,DEL,-122,35
BB-2,DEL,-48,229
BB-2,INS,36,495
BB-2,DEL,-36,435
BB-2,INS,202,344
BB-2,DEL,-109,35
BB-2,INS,33,592
BB-2,DEL,143,24
BB-2,INS,-34,443
BB-2,INS,131,29
BB-2,DEL,51,145
BB-2,INS,31,526
BB-2,INS,-35,468
BB-2,DEL,48,201
BB-2,INS,221,119
BB-2,INS,-228,100
BB-2,INS,51,156
BB-2,INS,-165,17
BB-2,DEL,-224,146
BB-2,DEL,151,27
BB-2,DEL,-111,33
BB-2,DEL,-245,28
BB-2,DEL,187,97
BB-2,INS,49,166
BB-2,DEL,33,570
BB-2,INS,-225,115
BB-2,INS,264,7
BB-2,DEL,-202,285
BB-2,INS,-53,183
BB-2,INS,-199,231
BB-2,INS,-220,191
BB-2,DEL,-208,350
BB-2,DEL,-50,237
BB-2,INS,-220,191
BB-2,INV,-200,5
BB-2,INV,-38,9
BB-2,INS,-209,305
BB-2,INS,-211,301
BB-2,DEL,-120,38
BB-2,DEL,-42,329
BB-2,DEL,-58,150
BB-2,INS,-227,124
BB-2,DEL,-96,60
BB-2,INS,209,344
BB-2,DEL,-61,134
BB-2,INS,-33,435
BB-2,INS,218,191
BB-2,DEL,-210,334
BB-2,INS,33,592
BB-2,INS,40,348
BB-2,INS,237,24
BB-2,DEL,208,334
BB-2,INS,-208,345
BB-2,INS,-32,481
BB-2,DEL,198,297
BB-2,INS,-196,165
BB-2,DEL,-34,442
BB-2,DEL,-32,563
BB-2,INS,-192,103
BB-2,DEL,-45,290
BB-2,DEL,93,54
BB-2,INS,-210,258
BB-2,INS,-185,37
BB-2,INS,-215,250
BB-2,DEL,-211,298
BB-2,INS,-37,378
BB-2,DEL,-212,299
BB-2,DEL,-133,21
BB-2,DEL,217,196
BB-2,DEL,-52,210
BB-2,DEL,-184,46
BB-2,DEL,-55,197
BB-2,DEL,212,279
BB-2,DEL,-69,115
BB-2,DEL,-42,329
BB-2,DEL,-296,6
BB-2,DEL,104,41
BB-2,DEL,216,208
BB-2,DEL,-199,266
BB-2,DEL,-71,102
BB-2,DEL,206,341
BB-2,DEL,-224,146
BB-2,INS,-47,237
BB-2,DEL,-53,210
BB-2,DEL,54,134
BB-2,INS,-193,102
BB-2,DEL,-6192,1
BB-2,INS,-34,443
BB-2,INS,-206,307
BB-2,INS,57,111
BB-2,INS,186,67
BB-2,DEL,-37,383
BB-2,DEL,-217,252
BB-2,INS,-225,115
BB-2,DEL,-209,292
BB-2,DEL,206,341
BB-2,DEL,-990,1
BB-2,DEL,44,258
BB-2,DEL,-226,131
BB-2,INS,-30,513
BB-2,DEL,-451,5
BB-2,DEL,201,349
BB-2,DEL,53,137
BB-2,DEL,-238,49
BB-2,DEL,205,373
BB-2,DEL,57,118
BB-2,DEL,-61,134
BB-2,INS,-1188,1
BB-2,DEL,36,521
BB-2,DEL,-208,350
BB-2,DEL,40,360
BB-2,INS,-39,338
BB-2,DEL,48,201
BB-2,DEL,83,52
BB-2,DEL,-202,285
BB-2,INS,-34,443
BB-2,INS,68,59
BB-2,DEL,-232,75
BB-2,DEL,215,206
BB-2,INS,33,592
BB-2,DEL,50,169
BB-2,DEL,-42,329
BB-2,DEL,-35,459
BB-2,INS,-32,481
BB-2,DEL,-208,350
BB-2,DEL,213,263
BB-2,DEL,-34,442
BB-2,DEL,-199,266
BB-2,INS,206,353
BB-2,INS,-45,230
BB-2,DEL,40,360
BB-2,DEL,-72,97
BB-2,DEL,-195,182
BB-2,DEL,188,99
BB-2,INS,-61,108
BB-2,DEL,201,349
BB-2,INS,49,166
BB-2,DEL,193,193
BB-2,DEL,209,324
BB-2,DEL,-535,1
BB-2,INS,42,272
BB-2,INS,32,627
BB-2,DEL,44,258
BB-2,INS,-33,435
BB-2,INS,221,119
BB-2,DEL,-779,1
BB-2,DEL,-250,17
BB-2,INS,209,344
BB-2,DEL,39,417
BB-2,INS,92,49
BB-2,DEL,-227,119
BB-2,INS,218,191
BB-2,INS,-194,143
BB-2,DEL,-202,285
BB-2,DEL,-32,563
BB-2,INS,202,344
BB-2,DEL,425,4
BB-2,INS,-74,73
BB-2,INS,-61,108
BB-2,INS,51,156
BB-2,DEL,-49,246
BB-2,DEL,-97,53
BB-2,DEL,-41,309
BB-2,DEL,202,353
BB-2,INS,-59,131
BB-2,DEL,-49,246
BB-2,DEL,-1855,1
BB-2,INS,222,112
BB-2,DEL,-125,34
BB-2,INS,47,191
BB-2,DEL,-30,487
BB-2,DEL,214,239
BB-2,INS,225,89
BB-2,DEL,-53,210
BB-2,INS,45,231
BB-2,INS,-56,156
BB-2,INS,-175,16
BB-2,INS,-203,283
BB-2,DEL,-224,146
BB-2,INS,205,359
BB-2,INS,-79,69
BB-2,INS,-36,462
BB-2,DEL,-229,109
BB-2,INS,-35,468
BB-2,DEL,64,85
BB-2,DEL,32,640
BB-2,INS,212,250
BB-2,INS,-56,156
BB-2,INS,-206,307
BB-2,DEL,-31,476
BB-2,INS,-191,93
BB-2,DEL,47,231
BB-2,DEL,-254,17
BB-2,DEL,151,27
BB-2,INS,-200,287
BB-2,INS,205,359
BB-2,DEL,102,44
BB-2,DEL,-200,280
BB-2,INS,-30,513
BB-2,DEL,-212,299
BB-2,DEL,-362,3
BB-2,DEL,-206,332
BB-2,INS,-208,345
BB-2,DEL,-42,329
BB-2,DEL,-197,192
BB-2,DEL,-210,334
BB-2,INS,-215,250
BB-2,DEL,-200,280
BB-2,INS,-223,160
BB-2,DEL,-203,318
BB-2,INS,197,268
BB-2,INS,-233,74
BB-2,DEL,-195,182
BB-2,INS,-63,126
BB-2,DEL,352,3
BB-2,DEL,-36,435
BB-2,DEL,60,95
BB-2,DEL,194,222
BB-2,INS,-65,106
BB-2,DEL,-45,290
BB-2,DEL,-49,246
BB-2,DEL,47,231
BB-2,DEL,150,17
BB-2,INS,1389,2
BB-2,INS,-58,128
BB-2,INS,-67,101
BB-2,DEL,45,241
BB-2,DEL,-72,97
BB-2,DEL,-93,54
BB-2,DEL,67,81
BB-2,INS,213,238
BB-2,DEL,-110,31
BB-2,INS,-38,373
BB-2,DEL,-1521,1
BB-2,INS,41,319
BB-2,INS,265,9
BB-2,DEL,55,121
BB-2,DEL,-37,383
BB-2,DEL,-132,26
BB-2,DEL,56,107
BB-2,DEL,211,302
BB-2,DEL,-34,442
BB-2,DEL,-32,563
BB-2,DEL,-211,298
BB-2,DEL,-37,383
BB-2,DEL,-30,487
BB-2,DEL,-228,105
BB-2,DEL,81,55
BB-2,DEL,34,515
BB-2,INS,-217,230
BB-2,DEL,-37,383
BB-2,DEL,34,515
BB-2,DEL,-176,23
BB-2,INS,-71,84
BB-2,DEL,-75,87
BB-2,INS,-38,373
BB-2,INS,90,46
BB-2,DEL,-60,134
BB-2,DEL,37,450
BB-2,DEL,206,341
BB-2,INS,-601,3
BB-2,INS,-50,256
BB-2,INS,-75,65
BB-2,DEL,-71,102
BB-2,DEL,-38,392
BB-2,INS,387,3
BB-2,DEL,305,7
BB-2,DEL,133,21
BB-2,INS,-42,277
BB-2,INS,79,46
BB-2,DEL,-51,244
BB-2,DEL,-32,563
BB-2,DEL,212,279
BB-2,INS,147,24
BB-2,INS,38,441
BB-2,INS,-40,312
BB-2,DEL,188,99
BB-2,DEL,-106,54
BB-2,INS,-836,1
BB-2,INS,-57,132
BB-2,DEL,-214,303
BB-2,DEL,-88,42
BB-2,DEL,-320,8
BB-2,DEL,-51,244
BB-2,DEL,-211,298
BB-2,DEL,-51,244
BB-2,INS,-30,513
BB-2,INS,220,156
BB-2,DEL,-190,87
BB-2,DEL,207,296
BB-2,INS,-175,16
BB-2,DEL,194,222
BB-2,DEL,211,302
BB-2,DEL,-39,390
BB-2,DEL,90,39
BB-2,INS,-229,112
BB-2,DEL,-230,91
BB-2,INS,-76,63
BB-2,INS,-39,338
BB-2,DEL,30,464
BB-2,DEL,211,302
BB-2,DEL,229,73
BB-2,DEL,-123,24
BB-2,DEL,-218,207
BB-2,INS,59,90
BB-2,INS,39,440
BB-2,INS,-105,35
BB-2,DEL,-32,563
BB-2,INS,-47,237
BB-2,DEL,125,26
BB-2,DEL,-93,54
BB-2,INS,-80,64
BB-2,INS,-63,126
BB-2,INS,-74,73
BB-2,DEL,-195,182
BB-2,INS,213,238
BB-2,DEL,276,10
BB-2,DEL,47,231
BB-2,DEL,187,97
BB-2,DEL,209,324
BB-2,DEL,-42,329
BB-2,DEL,-216,249
BB-2,DEL,-102,39
BB-2,DEL,-239,50
BB-2,DEL,-209,292
BB-2,DEL,36,521
BB-2,INS,-218,207
BB-2,DEL,-30,487
BB-2,INS,34,553
BB-2,DEL,-220,219
BB-2,INS,-82,61
BB-2,INS,-200,287
BB-2,DEL,-36,435
BB-2,INS,-199,231
BB-2,DEL,196,262
BB-2,DEL,-58,150
BB-2,DEL,41,313
BB-2,DEL,-41,309
BB-2,INS,-3150,1
BB-2,INS,194,185
BB-2,INS,-211,301
BB-2,DEL,51,145
BB-2,DEL,72,77
BB-2,INS,-208,345
BB-2,INS,-38,373
BB-2,DEL,-332,3
BB-2,DEL,33,570
BB-2,DEL,-201,267
BB-2,INS,41,319
BB-2,DEL,-220,219
BB-2,DEL,-190,87
BB-2,DEL,-37,383
BB-2,DEL,-96,60
BB-2,DEL,-37,383
BB-2,INS,-41,307
BB-2,INS,34,553
BB-2,INS,-30,513
BB-2,INS,540,4
BB-2,INS,-219,198
BB-2,DEL,32,640
BB-2,DEL,-40,371
BB-2,DEL,-35,459
BB-2,DEL,199,301
BB-2,DEL,-33,419
BB-2,INS,-122,28
BB-2,DEL,-200,280
BB-2,DEL,-38,392
BB-2,INS,-209,305
BB-2,DEL,-231,87
BB-2,DEL,-52,210
BB-2,DEL,-228,105
BB-2,DEL,-35,459
BB-2,DEL,-201,267
BB-2,INS,-77,69
BB-2,DEL,-225,132
BB-2,INS,297,9
BB-2,DEL,322,6
BB-2,DEL,1065,1
BB-2,INS,-239,43
BB-2,DEL,-52,210
BB-2,INS,207,333
BB-2,INS,206,353
BB-2,DEL,205,373
BB-2,DEL,-36,435
BB-2,DEL,207,296
BB-2,INS,39,440
BB-2,DEL,37,450
BB-2,INS,-202,269
BB-2,DEL,205,373
BB-2,DEL,210,281
BB-2,DEL,191,144
BB-2,DEL,-951,1
BB-2,DEL,-199,266
BB-2,DEL,-240,51
BB-2,INS,32,627
BB-2,DEL,-116,39
BB-2,INS,-49,208
BB-2,DEL,-74,85
BB-2,INS,-198,203
BB-2,DEL,-218,207
BB-2,DEL,61,89
BB-2,INS,-42,277
BB-2,DEL,-237,55
BB-2,DEL,-54,176
BB-2,DEL,-199,266
BB-2,DEL,201,349
BB-2,DEL,-32,563
BB-2,DEL,-45,290
BB-2,DEL,-52,210
BB-2,DEL,182,39
BB-2,DEL,32,640
BB-2,DEL,217,196
BB-2,DEL,31,540
BB-2,DEL,-217,252
BB-2,INS,-212,289
BB-2,INS,35,534
BB-2,INS,-200,287
BB-2,BND,35,4
BB-2,DEL,-54,176
BB-2,DEL,42,305
BB-2,INS,194,185
BB-2,INS,-211,301
BB-2,INS,-217,230
BB-2,DEL,-218,207
BB-2,INS,199,336
BB-2,INS,-221,164
BB-2,INS,-207,323
BB-2,DEL,-208,350
BB-2,INS,33,592
BB-2,INS,234,51
BB-2,INS,199,336
BB-2,DEL,-240,51
BB-2,DEL,-225,132
BB-2,DEL,-218,207
BB-2,INS,192,164
BB-2,DEL,-229,109
BB-2,DEL,219,158
BB-2,DEL,-63,112
BB-2,DEL,-209,292
BB-2,DEL,218,194
BB-2,INS,-196,165
BB-2,DEL,206,341
BB-2,DEL,-41,309
BB-2,DEL,201,349
BB-2,DEL,-38,392
BB-2,INS,30,416
BB-2,DEL,60,95
BB-2,DEL,-188,57
BB-2,DEL,203,362
BB-2,INS,-208,345
BB-2,INS,189,97
BB-2,INS,-123,22
BB-2,INS,-40,312
BB-2,DEL,-220,219
BB-2,DEL,157,18
BB-2,INS,-213,282
BB-2,DEL,-97,53
BB-2,INS,39,440
BB-2,DEL,-203,318
BB-2,INS,-211,301
BB-2,INS,136,24
BB-2,DEL,-105,41
BB-2,DEL,202,353
BB-2,DEL,-58,150
BB-2,INS,35,534
BB-2,DEL,-218,207
BB-2,DEL,37,450
BB-2,DEL,238,31
BB-2,INS,-35,468
BB-2,INS,-213,282
BB-2,INS,-36,462
BB-2,DEL,-47,302
BB-2,DEL,-50,237
BB-2,DEL,231,40
BB-2,INS,-67,101
BB-2,DEL,-30,487
BB-2,INS,217,194
BB-2,DEL,-42,329
BB-2,DEL,51,145
BB-2,INS,34,553
BB-2,DEL,347,7
BB-2,INS,301,12
BB-2,DEL,204,365
BB-2,INS,205,359
BB-2,DEL,-210,334
BB-2,INS,204,354
BB-2,INS,39,440
BB-2,DEL,-212,299
BB-2,INS,-204,296
BB-2,DEL,-216,249
BB-2,INS,-203,283
BB-2,DEL,36,521
BB-2,DEL,-249,35
BB-2,DEL,-39,390
BB-2,INS,39,440
BB-2,DEL,-218,207
BB-2,DEL,188,99
BB-2,INS,-31,439
BB-2,DEL,-210,334
BB-2,DEL,52,158
BB-2,INS,-244,23
BB-2,DEL,-221,166
BB-2,INS,205,359
BB-2,DEL,33,570
BB-2,INS,-37,378
BB-2,DEL,-203,318
BB-2,INS,-81,63
BB-2,INS,102,38
BB-2,DEL,55,121
BB-2,DEL,193,193
BB-2,DEL,-199,266
BB-2,DEL,-207,375
BB-2,DEL,-44,297
BB-2,INS,132,24
BB-2,DEL,213,263
BB-2,DEL,228,64
BB-2,INS,51,156
BB-2,DEL,-31,476
BB-2,INS,-209,305
BB-2,INS,-230,88
BB-2,INS,-60,130
BB-2,INS,-52,218
BB-2,INS,-203,283
BB-2,INS,-219,198
BB-2,DEL,-31,476
BB-2,INS,-225,115
BB-2,INS,-43,268
BB-2,DEL,154,24
BB-2,DEL,103,41
BB-2,DEL,-3072,3
BB-2,DEL,-58,150
BB-2,INS,-233,74
BB-2,DEL,49,200
BB-2,DEL,-211,298
BB-2,INS,39,440
BB-2,DEL,-232,75
BB-2,INS,239,29
BB-2,DEL,401,6
BB-2,DEL,-234,78
BB-2,INS,239,29
BB-2,DEL,45,241
BB-2,DEL,-63,112
BB-2,INS,-41,307
BB-2,INS,-33,435
BB-2,DEL,145,22
BB-2,DEL,-211,298
BB-2,DEL,192,144
BB-2,INS,239,29
BB-2,INS,55,119
BB-2,INS,-860,1
BB-2,DEL,-53,210
BB-2,DEL,41,313
BB-2,DEL,-201,267
BB-2,INS,215,210
BB-2,INS,-37,378
BB-2,INS,-40,312
BB-2,INS,97,36
BB-2,DEL,-211,298
BB-2,DEL,-32,563
BB-2,DEL,-37,383
BB-2,DEL,199,301
BB-2,DEL,205,373
BB-2,DEL,-190,87
BB-2,DEL,217,196
BB-2,DEL,-42,329
BB-2,DEL,-209,292
BB-2,DEL,207,296
BB-2,INV,-31,10
BB-2,INV,-237,2
BB-2,DEL,-239,50
BB-2,DEL,-111,33
BB-2,DEL,556,2
BB-2,INS,369,8
BB-2,DEL,311,8
BB-2,INS,-210,258
BB-2,DEL,-3805,1
BB-2,INS,-35,468
BB-2,INS,-42,277
BB-2,DEL,44,258
BB-2,INS,-50,256
BB-2,INS,217,194
BB-2,DEL,64,85
BB-2,DEL,220,130
BB-2,DEL,-207,375
BB-2,INS,-218,207
BB-2,DEL,36,521
BB-2,INS,224,94
BB-2,INS,201,319
BB-2,INS,210,306
BB-2,DEL,201,349
BB-2,DEL,-225,132
BB-2,INS,763,3
BB-2,DEL,43,312
BB-2,INS,202,344
BB-2,DEL,-30,487
BB-2,DEL,32,640
BB-2,INS,-222,161
BB-2,DEL,-201,267
BB-2,DEL,-30,487
BB-2,DEL,34,515
BB-2,INS,51,156
BB-2,INS,-192,103
BB-2,DEL,-211,298
BB-2,INS,-223,160
BB-2,DEL,221,162
BB-2,DEL,236,38
BB-2,INS,34,553
BB-2,DEL,49,200
BB-2,DEL,203,362
BB-2,DEL,30,464
BB-2,DEL,201,349
BB-2,INS,216,195
BB-2,INS,-213,282
BB-2,INS,37,413
BB-2,DEL,211,302
BB-2,DEL,232,44
BB-2,DEL,153,18
BB-2,DEL,32,640
BB-2,INS,-206,307
BB-2,DEL,-411,6
BB-2,INS,-49,208
BB-2,INS,51,156
BB-2,INS,140,28
BB-2,DEL,-41,309
BB-2,DEL,-219,216
BB-2,INS,-98,44
BB-2,INS,-33,435
BB-2,INS,-115,28
BB-2,INS,198,270
BB-2,INS,-728,2
BB-2,DEL,-215,274
BB-2,DUP,39,6
BB-2,INS,219,136
BB-2,INS,219,136
BB-2,DEL,190,130
BB-2,INS,33,592
BB-2,DEL,38,438
BB-2,DEL,-61,134
BB-2,DEL,217,196
BB-2,INS,-30,513
BB-2,INS,33,592
BB-2,DEL,44,258
BB-2,DEL,202,353
BB-2,DEL,189,115
BB-2,INS,-36,462
BB-2,INS,-39,338
BB-2,INS,270,11
BB-2,INS,202,344
BB-2,INS,186,67
BB-2,INS,203,318
BB-2,INS,-133,19
BB-2,INS,-195,166
BB-2,DEL,-62,111
BB-2,INS,-45,230
BB-2,INS,43,253
BB-2,INS,-223,160
BB-2,INS,-203,283
BB-2,INS,-383,6
BB-2,DEL,-40,371
BB-2,DEL,-244,37
BB-2,DEL,-1648,1
BB-2,INS,-222,161
BB-2,INS,213,238
BB-2,DEL,-434,3
BB-2,DEL,-33,419
BB-2,DEL,205,373
BB-2,DEL,207,296
BB-2,DEL,48,201
BB-2,INS,204,354
BB-2,DEL,-155,29
BB-2,DEL,-53,210
BB-2,INS,31,526
BB-2,INS,205,359
BB-2,INS,-214,240
BB-2,INS,-80,64
BB-2,INS,213,238
BB-2,INS,209,344
BB-2,DEL,-203,318
BB-2,INS,-221,164
BB-2,DEL,-1622,1
BB-2,INS,-267,14
BB-2,INS,-209,305
BB-2,INS,-60,130
BB-2,INS,101,50
BB-2,DEL,144,31
BB-2,DEL,-43,312
BB-2,INS,-218,207
BB-2,INS,-211,301
BB-2,INS,-187,46
BB-2,INS,-32,481
BB-2,DEL,-218,207
BB-2,DEL,-36,435
BB-2,DEL,210,281
BB-2,DEL,102,44
BB-2,INS,-70,94
BB-2,DEL,-81,77
BB-2,DEL,196,262
BB-2,DEL,221,162
BB-2,DEL,-50,237
BB-2,DEL,33,570
BB-2,DEL,-205,314
BB-2,DEL,31,540
BB-2,INS,-44,304
BB-2,DEL,46,187
BB-2,DEL,-146,15
BB-2,INS,145,21
BB-2,INS,229,71
BB-2,INS,-44,304
BB-2,INS,-780,1
BB-2,DEL,-192,110
BB-2,DEL,-242,41
BB-2,INS,-214,240
BB-2,INS,-179,18
BB-2,DEL,-61,134
BB-2,DEL,39,417
BB-2,INS,209,344
BB-2,INS,200,279
BB-2,DEL,-205,314
BB-2,DEL,-184,46
BB-2,DEL,-234,78
BB-2,DEL,-193,116
BB-2,DEL,-66,83
BB-2,DEL,186,81
BB-2,INS,-202,269
BB-2,INS,-205,305
BB-2,DEL,-52,210
BB-2,DEL,198,297
BB-2,DEL,-207,375
BB-2,DEL,-219,216
BB-2,DEL,-34,442
BB-2,DEL,-188,57
BB-2,DEL,175,21
BB-2,INS,179,38
BB-2,INS,-205,305
BB-2,DEL,-41,309
BB-2,DEL,2230,1
BB-2,INS,-193,102
BB-2,INS,-230,88
BB-2,DEL,-223,171
BB-2,INS,-45,230
BB-2,DEL,-49,246
BB-2,INS,-42,277
BB-2,DEL,209,324
BB-2,INS,-210,258
BB-2,DEL,-211,298
BB-2,INS,-229,112
BB-2,INS,61,91
BB-2,DEL,-270,11
BB-2,DEL,212,279
BB-2,DEL,-111,33
BB-2,DEL,118,51
BB-2,DEL,33,570
BB-2,DEL,216,208
BB-2,DEL,114,40
BB-2,INS,-79,69
BB-2,INS,-35,468
BB-2,INS,-47,237
BB-2,DEL,137,28
BB-2,DEL,-150,26
BB-2,DEL,83,52
BB-2,DEL,-218,207
BB-2,DEL,-356,8
BB-2,INS,-245,29
BB-2,DEL,-66,83
BB-2,DEL,429,1
BB-2,DEL,237,32
BB-2,INS,243,23
BB-2,DEL,-227,119
BB-2,DEL,-1127,1
BB-2,DEL,-30,487
BB-2,DEL,225,70
BB-2,INS,39,440
BB-2,INS,210,306
BB-2,DEL,-200,280
BB-2,DEL,-139,20
BB-2,INS,-213,282
BB-2,DEL,-44,297
BB-2,DEL,-31,476
BB-2,DEL,-87,63
BB-2,DEL,-205,314
BB-2,DEL,-483,4
BB-2,DEL,-213,273
BB-2,INS,192,164
BB-2,DEL,-32,563
BB-2,DEL,-187,50
BB-2,DEL,-488,4
BB-2,INS,-205,305
BB-2,DEL,192,144
BB-2,INS,-225,115
BB-2,DEL,-146,15
BB-2,INS,-32,481
BB-2,INS,39,440
BB-2,INS,-47,237
BB-2,INS,200,279
BB-2,DEL,32,640
BB-2,DEL,201,349
BB-2,DEL,184,48
BB-2,INS,-211,301
BB-2,DEL,43,312
BB-2,INS,-198,203
BB-2,DEL,-83,68
BB-2,DEL,112,35
BB-2,DEL,-34,442
BB-2,DEL,-39,390
BB-2,INS,38,441
BB-2,INS,-162,24
BB-2,INS,117,40
BB-2,DEL,-37,383
BB-2,DEL,42,305
BB-2,DEL,-73,77
BB-2,INS,-204,296
BB-2,INS,206,353
BB-2,INS,-42,277
BB-2,DEL,-48,229
BB-2,DEL,-80,70
BB-2,DEL,-32,563
BB-2,DEL,-35,459
BB-2,DEL,584,4
BB-2,DEL,31,540
BB-2,DEL,34,515
BB-2,DEL,-91,50
